Image File,Y Channel Value
BookOfMaking.00016.01,229.07526779174805
BookOfMaking.00019.01,196.97758865356445
BookOfMaking.00053.01,192.4133644104004
BookOfMaking.00054.01,182.15182495117188
BookOfMaking.00055.01,134.3220329284668
BookOfMaking.00085.01,71.81148529052734
BookOfMaking.00120.02,134.3674087524414
BookOfMaking.00123.02,158.00324630737305
BookOfMaking.00150.01,169.3845977783203
BookOfMaking.00159.01,31.851646423339844
BuildYourOwnFirstPersonShooterInUnity.00013.01,226.24200820922852
BuildYourOwnFirstPersonShooterInUnity.00018.01,189.8691635131836
BuildYourOwnFirstPersonShooterInUnity.00019.01,222.50432586669922
BuildYourOwnFirstPersonShooterInUnity.00034.02,234.7379379272461
BuildYourOwnFirstPersonShooterInUnity.00050.01,193.29619979858398
BuildYourOwnFirstPersonShooterInUnity.00100.02,147.7688865661621
BuildYourOwnFirstPersonShooterInUnity.00114.01,136.98561096191406
BuildYourOwnFirstPersonShooterInUnity.00115.01,83.46285629272461
BuildYourOwnFirstPersonShooterInUnity.00139.02,87.90700912475586
CreateGraphicalUserInterfacesWithPython.00045.01,223.48628616333008
CreateGraphicalUserInterfacesWithPython.00071.02,238.39049911499023
CreateGraphicalUserInterfacesWithPython.00072.01,217.22113418579102
CreateGraphicalUserInterfacesWithPython.00117.01,239.82933044433594
CreateGraphicalUserInterfacesWithPython.00121.02,235.18340682983398
CreateGraphicalUserInterfacesWithPython.00143.02,221.63874053955078
CreateGraphicalUserInterfacesWithPython.00152.01,213.38853073120117
EssentialsAIYProjectsVoice.00005.02,138.58575057983398
EssentialsAIYProjectsVoice.00015.01,90.4949951171875
EssentialsAIYProjectsVoice.00028.02,48.81657028198242
EssentialsAIYProjectsVoice.00058.02,169.84725952148438
GetStartedArduino.00006.02,27.14276123046875
GetStartedArduino.00011.01,47.74345397949219
GetStartedArduino.00015.01,75.98538589477539
GetStartedArduino.00048.02,229.38154220581055
GetStartedArduino.00049.02,140.2752799987793
GetStartedArduino.00074.01,221.07646560668945
GetStartedArduino.00083.02,114.16892623901367
GetStartedArduino.00108.02,236.30464935302734
GetStartedArduino.00113.01,184.4113426208496
GetStartedArduino.00114.02,183.51459121704102
GetStartedMicroPython.00106.02,200.89073944091797
GetStartedMicroPython.00137.01,237.04879760742188
HackSpace36.00015.02,40.68838119506836
HackSpace36.00023.02,149.3390998840332
HackSpace36.00052.01,116.10958099365234
HackSpace36.00056.02,218.22298049926758
HackSpace36.00115.01,7.517803192138672
HackSpace37.00005.01,124.04010009765625
HackSpace37.00029.02,59.424991607666016
HackSpace37.00070.02,90.58115005493164
HackSpace37.00072.02,181.10686111450195
HackSpace37.00099.02,62.831539154052734
HackSpace37.00102.02,26.326416015625
HackSpace38.00063.02,162.94733047485352
HackSpace38.00069.01,76.2066421508789
HackSpace38.00084.01,125.14236831665039
HackSpace38.00105.02,135.91431045532227
HackSpace40.00013.02,41.26850509643555
HackSpace40.00056.02,59.53416061401367
HackSpace40.00081.01,104.92560195922852
HackSpace40.00097.01,111.59496688842773
HackSpace41.00013.02,141.22609329223633
HackSpace41.00034.01,112.77602005004883
HackSpace41.00060.01,152.71512603759766
HackSpace41.00070.01,166.3540267944336
HackSpace41.00087.01,232.45497131347656
HackSpace41.00087.02,227.72352981567383
HackSpace41.00113.02,189.93227767944336
HackSpace42.00023.02,155.952392578125
HackSpace42.00025.01,158.1542625427246
HackSpace42.00042.01,64.80461120605469
HackSpace42.00100.01,132.9101104736328
HackSpace43.00028.02,87.66802215576172
HackSpace43.00057.01,162.33502960205078
HackSpace44.00024.02,140.1535873413086
HackSpace44.00101.01,224.62126922607422
HackSpace44.00110.01,223.58999633789062
HackSpace45.00006.02,54.462127685546875
HackSpace45.00007.01,47.5779914855957
HackSpace45.00009.02,113.04290771484375
HackSpace45.00026.02,203.18308639526367
HackSpace45.00044.02,92.7830810546875
HackSpace45.00047.01,88.96748352050781
HackSpace45.00051.02,171.78203201293945
HackSpace45.00056.02,22.901668548583984
HackSpace45.00062.01,143.28316497802734
HackSpace46.00029.01,203.9925079345703
HackSpace46.00034.01,137.73807907104492
HackSpace46.00080.01,131.00950622558594
HackSpace46.00092.01,165.9166717529297
HackSpace46.00106.01,196.8905258178711
HackSpace47.00004.01,227.94532012939453
HackSpace47.00044.01,186.25379180908203
HackSpace47.00044.02,188.53578567504883
HackSpace47.00056.01,65.97579193115234
HackSpace47.00071.02,115.12666702270508
HackSpace47.00101.01,108.30438995361328
HackSpace47.00104.01,151.7785530090332
HackSpace50.00062.01,47.278316497802734
HackSpace50.00090.01,176.74388885498047
HackSpace51.00023.01,151.78347396850586
HackSpace51.00033.02,64.71976470947266
HackSpace51.00066.02,186.1343231201172
HackSpace51.00071.01,110.88956832885742
HackSpace51.00071.02,225.0837631225586
HackSpace51.00109.02,194.3264045715332
MagPi047.00027.01,73.47389221191406
MagPi047.00028.01,26.584144592285156
MagPi047.00031.02,134.67254638671875
MagPi047.00044.01,217.4750213623047
MagPi047.00054.01,174.56980514526367
MagPi047.00076.01,98.76468276977539
MagPi047.00096.01,207.98257064819336
MagPi048.00004.02,129.22779846191406
MagPi048.00037.01,112.89968490600586
MagPi048.00047.02,232.90033721923828
MagPi048.00048.02,95.43421936035156
MagPi048.00084.02,173.59270095825195
MagPi048.00090.02,145.6396827697754
MagPi049.00006.01,219.20672988891602
MagPi049.00018.01,150.2726707458496
MagPi049.00033.01,96.5399055480957
MagPi049.00036.02,84.82197570800781
MagPi049.00045.01,222.98602676391602
MagPi049.00058.01,162.12934112548828
MagPi049.00071.02,51.879703521728516
MagPi049.00091.01,106.0294418334961
MagPi050.00018.01,33.95679473876953
MagPi050.00045.01,160.7952880859375
MagPi050.00061.01,229.88984298706055
MagPi050.00064.01,203.05059051513672
MagPi050.00093.02,166.24589157104492
MagPi050.00095.02,108.72663879394531
MagPi051.00010.01,164.4695930480957
MagPi051.00026.02,32.47393035888672
MagPi051.00040.02,179.65959930419922
MagPi051.00053.02,223.43031311035156
MagPi051.00082.02,196.29486083984375
MagPi051.00087.02,191.5658836364746
MagPi051.00097.01,124.65911865234375
MagPi052.00003.01,197.68946075439453
MagPi052.00004.01,165.3052101135254
MagPi052.00016.01,125.18065643310547
MagPi052.00019.02,138.78076553344727
MagPi052.00025.02,169.87781143188477
MagPi052.00088.02,89.63003921508789
MagPi056.00033.01,187.79954147338867
MagPi056.00034.02,71.49553298950195
MagPi056.00074.01,203.03688049316406
MagPi056.00076.02,214.58638763427734
MagPi056.00079.01,191.32373046875
MagPi056.00079.02,202.32816696166992
MagPi056.00089.02,184.2158088684082
MagPi056.00093.01,181.3784523010254
MagPi057.00006.02,58.7150993347168
MagPi057.00034.01,144.9138641357422
MagPi057.00055.01,128.6999740600586
MagPi057.00057.01,220.89123916625977
MagPi057.00073.02,179.58414459228516
MagPi058.00030.01,57.08647155761719
MagPi058.00031.02,220.3933448791504
MagPi058.00041.02,86.52550506591797
MagPi058.00082.02,175.56624603271484
MagPi058.00086.02,61.07728958129883
MagPi058.00089.01,11.804241180419922
MagPi058.00098.01,221.21543502807617
MagPi058.00099.01,40.78091049194336
MagPi059.00018.01,148.21033096313477
MagPi059.00034.01,182.99296188354492
MagPi059.00059.01,211.30651473999023
MagPi059.00078.02,186.8833122253418
MagPi059.00095.02,146.74924087524414
MagPi060.00022.01,188.33293914794922
MagPi060.00042.01,130.49287033081055
MagPi060.00056.02,225.29067993164062
MagPi060.00058.02,225.67800521850586
MagPi060.00069.02,178.0007095336914
MagPi061.00016.02,101.36076736450195
MagPi061.00027.01,75.42533493041992
MagPi061.00064.01,198.71602249145508
MagPi061.00074.01,192.8702392578125
MagPi061.00084.02,112.1175537109375
MagPi061.00091.02,152.48431015014648
MagPi061.00096.01,168.26250457763672
MagPi062.00004.02,155.5324363708496
MagPi062.00077.01,123.31624221801758
MagPi062.00099.02,56.43252944946289
MagPi063.00007.01,145.15236282348633
MagPi063.00028.01,65.88873672485352
MagPi063.00037.02,76.20255279541016
MagPi063.00054.02,135.96190643310547
MagPi063.00075.02,184.66457748413086
MagPi064.00046.02,225.58720016479492
MagPi064.00050.01,219.18389892578125
MagPi064.00055.01,193.4690399169922
MagPi064.00062.01,80.83194732666016
MagPi064.00071.01,170.23732376098633
MagPi064.00098.01,193.86029434204102
MagPi065.00047.01,223.36376953125
MagPi065.00057.01,216.24452209472656
MagPi066.00004.02,89.66478729248047
MagPi066.00033.02,154.5625114440918
MagPi066.00055.01,213.2233009338379
MagPi066.00057.02,60.664276123046875
MagPi066.00064.01,52.777103424072266
MagPi066.00073.01,201.20383071899414
MagPi066.00074.01,135.42881393432617
MagPi066.00088.01,117.53924560546875
MagPi067.00006.02,188.97710037231445
MagPi067.00048.01,160.36490631103516
MagPi067.00058.01,156.8137969970703
MagPi067.00073.01,156.68624114990234
MagPi068.00056.02,224.38055801391602
MagPi068.00064.02,101.63962936401367
MagPi068.00070.01,144.97850799560547
MagPi068.00086.01,146.20938873291016
MagPi068.00093.02,107.28543853759766
MagPi070.00007.01,38.7469482421875
MagPi070.00041.01,194.17353439331055
MagPi070.00063.01,182.96905517578125
MagPi070.00072.02,208.59725952148438
MagPi070.00100.02,235.8826675415039
MagPi071.00046.02,68.7918930053711
MagPi071.00047.01,143.95726013183594
MagPi071.00053.01,217.35294723510742
MagPi071.00065.02,217.25944900512695
MagPi071.00090.02,61.8426513671875
MagPi072.00021.01,133.544677734375
MagPi072.00054.01,204.61465454101562
MagPi072.00057.02,226.14485549926758
MagPi072.00071.01,20.285259246826172
MagPi072.00072.02,19.992996215820312
MagPi072.00074.02,212.30791854858398
MagPi072.00097.01,135.02960586547852
MagPi073.00021.01,162.77534103393555
MagPi073.00052.02,224.51823043823242
MagPi073.00061.02,151.1592674255371
MagPi073.00100.02,90.10979843139648
MagPi074.00004.02,166.64958953857422
MagPi074.00006.01,161.01105117797852
MagPi074.00026.01,165.87623596191406
MagPi074.00027.02,165.7368392944336
MagPi074.00031.01,186.6072540283203
MagPi074.00064.01,187.19429779052734
MagPi074.00075.02,8.963623046875
MagPi074.00079.01,110.15634155273438
MagPi075.00055.01,244.80677032470703
MagPi075.00059.02,240.69720458984375
MagPi075.00060.01,240.94892501831055
MagPi075.00083.02,204.59823989868164
MagPi075.00086.01,231.26956939697266
MagPi075.00087.02,90.18916702270508
MagPi076.00043.02,229.2391471862793
MagPi076.00068.01,188.66276168823242
MagPi076.00080.02,204.44178771972656
MagPi077.00007.02,198.1287078857422
MagPi077.00054.01,191.07806396484375
MagPi077.00077.02,209.16460800170898
MagPi077.00083.02,190.47858428955078
MagPi079.00002.01,198.04190063476562
MagPi079.00011.02,228.17739486694336
MagPi079.00015.02,43.3408317565918
