Image File,Y Channel Value
BookOfMaking.00016.01,227.3992156982422
BookOfMaking.00019.01,196.7535743713379
BookOfMaking.00053.01,188.61077117919922
BookOfMaking.00054.01,179.85602569580078
BookOfMaking.00055.01,129.69378662109375
BookOfMaking.00085.01,75.45458984375
BookOfMaking.00120.02,126.4555778503418
BookOfMaking.00123.02,157.2472267150879
BookOfMaking.00150.01,161.57981872558594
BookOfMaking.00159.01,27.182430267333984
BuildYourOwnFirstPersonShooterInUnity.00013.01,229.07626724243164
BuildYourOwnFirstPersonShooterInUnity.00018.01,186.5220603942871
BuildYourOwnFirstPersonShooterInUnity.00019.01,220.87024307250977
BuildYourOwnFirstPersonShooterInUnity.00034.02,232.43326950073242
BuildYourOwnFirstPersonShooterInUnity.00050.01,189.4620475769043
BuildYourOwnFirstPersonShooterInUnity.00100.02,146.7625961303711
BuildYourOwnFirstPersonShooterInUnity.00114.01,134.97316360473633
BuildYourOwnFirstPersonShooterInUnity.00115.01,80.6355972290039
BuildYourOwnFirstPersonShooterInUnity.00139.02,88.72591018676758
CreateGraphicalUserInterfacesWithPython.00045.01,222.1141128540039
CreateGraphicalUserInterfacesWithPython.00071.02,236.06625747680664
CreateGraphicalUserInterfacesWithPython.00072.01,215.51545333862305
CreateGraphicalUserInterfacesWithPython.00117.01,237.62955856323242
CreateGraphicalUserInterfacesWithPython.00121.02,233.4892463684082
CreateGraphicalUserInterfacesWithPython.00143.02,220.42294311523438
CreateGraphicalUserInterfacesWithPython.00152.01,213.97961807250977
EssentialsAIYProjectsVoice.00005.02,119.39446258544922
EssentialsAIYProjectsVoice.00015.01,87.72374725341797
EssentialsAIYProjectsVoice.00028.02,39.02691650390625
EssentialsAIYProjectsVoice.00058.02,167.92389297485352
GetStartedArduino.00006.02,22.71642303466797
GetStartedArduino.00011.01,41.314605712890625
GetStartedArduino.00015.01,71.43291473388672
GetStartedArduino.00048.02,227.7465705871582
GetStartedArduino.00049.02,145.81030654907227
GetStartedArduino.00074.01,220.54336166381836
GetStartedArduino.00083.02,112.93994903564453
GetStartedArduino.00108.02,234.96857833862305
GetStartedArduino.00113.01,183.57506561279297
GetStartedArduino.00114.02,184.32855987548828
GetStartedMicroPython.00106.02,199.20397186279297
GetStartedMicroPython.00137.01,235.33597564697266
HackSpace36.00015.02,31.379119873046875
HackSpace36.00023.02,147.08095169067383
HackSpace36.00052.01,112.41006088256836
HackSpace36.00056.02,207.2953758239746
HackSpace36.00115.01,7.2968292236328125
HackSpace37.00005.01,120.28204345703125
HackSpace37.00029.02,54.94365310668945
HackSpace37.00070.02,86.2992057800293
HackSpace37.00072.02,175.2019500732422
HackSpace37.00099.02,62.75615692138672
HackSpace37.00102.02,25.64971923828125
HackSpace38.00063.02,157.12315368652344
HackSpace38.00069.01,76.38327407836914
HackSpace38.00084.01,119.24239730834961
HackSpace38.00105.02,133.90834426879883
HackSpace40.00013.02,39.77411651611328
HackSpace40.00056.02,54.207942962646484
HackSpace40.00081.01,92.93206024169922
HackSpace40.00097.01,111.13751220703125
HackSpace41.00013.02,133.71554946899414
HackSpace41.00034.01,105.00811386108398
HackSpace41.00060.01,152.48733520507812
HackSpace41.00070.01,163.15204238891602
HackSpace41.00087.01,230.6966667175293
HackSpace41.00087.02,225.38076782226562
HackSpace41.00113.02,189.22098922729492
HackSpace42.00023.02,157.17170333862305
HackSpace42.00025.01,158.4756088256836
HackSpace42.00042.01,59.85746383666992
HackSpace42.00100.01,136.28866958618164
