Image File,Y Channel Value
BookOfMaking.00016.01,229.30353927612305
BookOfMaking.00019.01,196.85834503173828
BookOfMaking.00053.01,191.69451904296875
BookOfMaking.00054.01,182.7005386352539
BookOfMaking.00055.01,135.58729934692383
BookOfMaking.00085.01,69.57301330566406
BookOfMaking.00120.02,129.67411041259766
BookOfMaking.00123.02,155.4384422302246
BookOfMaking.00150.01,167.09181594848633
BookOfMaking.00159.01,33.465057373046875
BuildYourOwnFirstPersonShooterInUnity.00013.01,225.291748046875
BuildYourOwnFirstPersonShooterInUnity.00018.01,191.74668884277344
BuildYourOwnFirstPersonShooterInUnity.00019.01,223.12967681884766
BuildYourOwnFirstPersonShooterInUnity.00034.02,235.86771774291992
BuildYourOwnFirstPersonShooterInUnity.00050.01,192.23722076416016
BuildYourOwnFirstPersonShooterInUnity.00100.02,149.11648178100586
BuildYourOwnFirstPersonShooterInUnity.00114.01,137.11695098876953
BuildYourOwnFirstPersonShooterInUnity.00115.01,84.41344451904297
BuildYourOwnFirstPersonShooterInUnity.00139.02,86.53692245483398
CreateGraphicalUserInterfacesWithPython.00045.01,224.1347427368164
CreateGraphicalUserInterfacesWithPython.00071.02,238.1956787109375
CreateGraphicalUserInterfacesWithPython.00072.01,217.57854461669922
CreateGraphicalUserInterfacesWithPython.00117.01,240.59017181396484
CreateGraphicalUserInterfacesWithPython.00121.02,235.57619094848633
CreateGraphicalUserInterfacesWithPython.00143.02,221.1075325012207
CreateGraphicalUserInterfacesWithPython.00152.01,213.80033493041992
EssentialsAIYProjectsVoice.00005.02,135.88089752197266
EssentialsAIYProjectsVoice.00015.01,91.95757293701172
EssentialsAIYProjectsVoice.00028.02,53.63679885864258
EssentialsAIYProjectsVoice.00058.02,167.47423553466797
GetStartedArduino.00006.02,24.88660430908203
GetStartedArduino.00011.01,45.386295318603516
GetStartedArduino.00015.01,73.34816360473633
GetStartedArduino.00048.02,226.85351943969727
GetStartedArduino.00049.02,144.08391189575195
GetStartedArduino.00074.01,220.25764083862305
GetStartedArduino.00083.02,114.20871353149414
GetStartedArduino.00108.02,236.22245025634766
GetStartedArduino.00113.01,187.6630973815918
GetStartedArduino.00114.02,182.22654724121094
GetStartedMicroPython.00106.02,200.7364273071289
GetStartedMicroPython.00137.01,237.3137664794922
HackSpace36.00015.02,46.27861404418945
HackSpace36.00023.02,149.08734130859375
HackSpace36.00052.01,117.14816284179688
HackSpace36.00056.02,196.80770874023438
HackSpace36.00115.01,7.594020843505859
HackSpace37.00005.01,125.31900024414062
HackSpace37.00029.02,59.5270881652832
HackSpace37.00070.02,92.4900894165039
HackSpace37.00072.02,182.0906867980957
HackSpace37.00099.02,62.669918060302734
HackSpace37.00102.02,27.28870391845703
HackSpace38.00063.02,166.5030632019043
HackSpace38.00069.01,77.11756896972656
HackSpace38.00084.01,125.84552383422852
HackSpace38.00105.02,136.39843368530273
HackSpace40.00013.02,41.73708724975586
HackSpace40.00056.02,64.46420288085938
HackSpace40.00081.01,104.93772506713867
HackSpace40.00097.01,112.40158081054688
HackSpace41.00013.02,132.34828186035156
HackSpace41.00034.01,117.2298583984375
HackSpace41.00060.01,151.9274024963379
HackSpace41.00070.01,165.72198867797852
HackSpace41.00087.01,232.64446258544922
HackSpace41.00087.02,228.41243743896484
HackSpace41.00113.02,186.6254425048828
HackSpace42.00023.02,156.7343521118164
HackSpace42.00025.01,158.84753036499023
HackSpace42.00042.01,65.64835357666016
HackSpace42.00100.01,138.45550537109375
HackSpace43.00028.02,86.50461196899414
HackSpace43.00057.01,163.16292190551758
HackSpace44.00024.02,141.25615692138672
HackSpace44.00101.01,221.40463256835938
HackSpace44.00110.01,223.7157440185547
HackSpace45.00006.02,52.112972259521484
HackSpace45.00007.01,35.350284576416016
HackSpace45.00009.02,110.48282241821289
HackSpace45.00026.02,203.61296844482422
HackSpace45.00044.02,99.38916778564453
HackSpace45.00047.01,92.20649719238281
HackSpace45.00051.02,173.68430709838867
HackSpace45.00056.02,22.888565063476562
HackSpace45.00062.01,134.04480743408203
HackSpace46.00029.01,195.78664016723633
HackSpace46.00034.01,139.19908142089844
HackSpace46.00080.01,131.6988525390625
HackSpace46.00092.01,167.46441650390625
HackSpace46.00106.01,197.4652862548828
HackSpace47.00004.01,228.12639617919922
HackSpace47.00044.01,186.6167335510254
HackSpace47.00044.02,185.24617385864258
HackSpace47.00056.01,68.48512268066406
HackSpace47.00071.02,113.79632568359375
HackSpace47.00101.01,106.77103424072266
