Image File,Y Channel Value
BookOfMaking.00016.01,229.38492965698242
BookOfMaking.00019.01,198.20848083496094
BookOfMaking.00053.01,193.04658126831055
BookOfMaking.00054.01,182.39784622192383
BookOfMaking.00055.01,134.44198608398438
BookOfMaking.00085.01,72.3398208618164
BookOfMaking.00120.02,133.76740646362305
BookOfMaking.00123.02,160.29582977294922
BookOfMaking.00150.01,169.74732971191406
BookOfMaking.00159.01,32.21025466918945
BuildYourOwnFirstPersonShooterInUnity.00013.01,225.9643669128418
BuildYourOwnFirstPersonShooterInUnity.00018.01,190.12226104736328
BuildYourOwnFirstPersonShooterInUnity.00019.01,222.87443161010742
BuildYourOwnFirstPersonShooterInUnity.00034.02,235.14721298217773
BuildYourOwnFirstPersonShooterInUnity.00050.01,194.26887130737305
BuildYourOwnFirstPersonShooterInUnity.00100.02,148.76766967773438
BuildYourOwnFirstPersonShooterInUnity.00114.01,137.42893981933594
BuildYourOwnFirstPersonShooterInUnity.00115.01,84.81188583374023
BuildYourOwnFirstPersonShooterInUnity.00139.02,88.86910629272461
CreateGraphicalUserInterfacesWithPython.00045.01,223.50628280639648
CreateGraphicalUserInterfacesWithPython.00071.02,238.72156143188477
CreateGraphicalUserInterfacesWithPython.00072.01,218.57843780517578
CreateGraphicalUserInterfacesWithPython.00117.01,240.47159576416016
CreateGraphicalUserInterfacesWithPython.00121.02,235.42952728271484
CreateGraphicalUserInterfacesWithPython.00143.02,222.2298240661621
CreateGraphicalUserInterfacesWithPython.00152.01,215.11817169189453
EssentialsAIYProjectsVoice.00005.02,134.66270446777344
EssentialsAIYProjectsVoice.00015.01,92.36777877807617
EssentialsAIYProjectsVoice.00028.02,48.12995529174805
EssentialsAIYProjectsVoice.00058.02,169.74725723266602
GetStartedArduino.00006.02,27.534183502197266
GetStartedArduino.00011.01,48.647186279296875
GetStartedArduino.00015.01,76.09490966796875
GetStartedArduino.00048.02,228.8965950012207
GetStartedArduino.00049.02,142.10035705566406
GetStartedArduino.00074.01,221.42443466186523
GetStartedArduino.00083.02,117.5504379272461
GetStartedArduino.00108.02,236.51093292236328
GetStartedArduino.00113.01,186.37357330322266
GetStartedArduino.00114.02,185.2688980102539
GetStartedMicroPython.00106.02,201.26463317871094
GetStartedMicroPython.00137.01,237.41707229614258
HackSpace36.00015.02,42.209415435791016
HackSpace36.00023.02,150.04225158691406
HackSpace36.00052.01,116.24907684326172
HackSpace36.00056.02,212.79510116577148
HackSpace36.00115.01,7.602466583251953
HackSpace37.00005.01,123.92580032348633
HackSpace37.00029.02,59.24748611450195
HackSpace37.00070.02,91.8382797241211
HackSpace37.00072.02,181.46485900878906
HackSpace37.00099.02,63.17677307128906
HackSpace37.00102.02,26.365886688232422
HackSpace38.00063.02,162.37858963012695
HackSpace38.00069.01,77.3465805053711
HackSpace38.00084.01,125.50471878051758
HackSpace38.00105.02,135.8593521118164
HackSpace40.00013.02,41.5634651184082
HackSpace40.00056.02,60.574493408203125
HackSpace40.00081.01,106.11124420166016
HackSpace40.00097.01,110.91425323486328
HackSpace41.00013.02,140.5457000732422
HackSpace41.00034.01,113.90743255615234
HackSpace41.00060.01,154.9688491821289
HackSpace41.00070.01,163.72196197509766
HackSpace41.00087.01,232.6653289794922
HackSpace41.00087.02,228.0641746520996
HackSpace41.00113.02,190.5851707458496
HackSpace42.00023.02,157.14617919921875
HackSpace42.00025.01,158.04409408569336
HackSpace42.00042.01,65.10985565185547
HackSpace42.00100.01,135.227294921875
HackSpace43.00028.02,87.54276275634766
HackSpace43.00057.01,160.187255859375
HackSpace44.00024.02,139.85906219482422
HackSpace44.00101.01,222.03927993774414
HackSpace44.00110.01,223.68083572387695
HackSpace45.00006.02,55.34069061279297
HackSpace45.00007.01,47.00407791137695
HackSpace45.00009.02,111.86846160888672
HackSpace45.00026.02,202.04084396362305
HackSpace45.00044.02,95.99980163574219
HackSpace45.00047.01,88.99953079223633
HackSpace45.00051.02,167.00285720825195
HackSpace45.00056.02,24.109130859375
HackSpace45.00062.01,134.36647033691406
HackSpace46.00029.01,202.6369171142578
HackSpace46.00034.01,138.0233917236328
HackSpace46.00080.01,131.17414093017578
HackSpace46.00092.01,167.20934677124023
HackSpace46.00106.01,196.75808334350586
HackSpace47.00004.01,228.10249710083008
HackSpace47.00044.01,187.12158203125
HackSpace47.00044.02,188.62106323242188
HackSpace47.00056.01,69.29169845581055
HackSpace47.00071.02,114.03763198852539
HackSpace47.00101.01,112.45097732543945
HackSpace47.00104.01,143.63629150390625
HackSpace50.00062.01,47.674259185791016
HackSpace50.00090.01,178.5253562927246
HackSpace51.00023.01,150.82997131347656
HackSpace51.00033.02,64.3143539428711
HackSpace51.00066.02,186.9146270751953
HackSpace51.00071.01,111.72357559204102
HackSpace51.00071.02,225.43659210205078
HackSpace51.00109.02,194.61618041992188
MagPi047.00027.01,73.89570617675781
MagPi047.00028.01,26.762638092041016
MagPi047.00031.02,135.9234161376953
MagPi047.00044.01,217.4451026916504
MagPi047.00054.01,169.77434921264648
MagPi047.00076.01,99.95133590698242
MagPi047.00096.01,208.53854370117188
MagPi048.00004.02,129.4028549194336
MagPi048.00037.01,113.91515350341797
MagPi048.00047.02,232.40784072875977
MagPi048.00048.02,91.84555435180664
MagPi048.00084.02,173.2266387939453
MagPi048.00090.02,148.30076599121094
MagPi049.00006.01,219.3541603088379
MagPi049.00018.01,152.77684020996094
MagPi049.00033.01,99.35193252563477
MagPi049.00036.02,83.75060272216797
MagPi049.00045.01,223.47620391845703
MagPi049.00058.01,164.64141464233398
MagPi049.00071.02,54.7693977355957
MagPi049.00091.01,106.18644332885742
MagPi050.00018.01,35.126190185546875
MagPi050.00045.01,161.14254760742188
MagPi050.00061.01,229.74579620361328
MagPi050.00064.01,202.47516250610352
MagPi050.00093.02,165.58964920043945
MagPi050.00095.02,111.23373031616211
MagPi051.00010.01,164.9221649169922
MagPi051.00026.02,32.92940139770508
MagPi051.00040.02,171.73937606811523
MagPi051.00053.02,222.94758224487305
MagPi051.00082.02,195.53668975830078
MagPi051.00087.02,192.27377319335938
MagPi051.00097.01,123.99224853515625
MagPi052.00003.01,198.51182174682617
MagPi052.00004.01,165.7371368408203
MagPi052.00016.01,126.01908111572266
MagPi052.00019.02,139.8404541015625
MagPi052.00025.02,171.3920555114746
MagPi052.00088.02,89.48068237304688
MagPi056.00033.01,190.49985885620117
MagPi056.00034.02,72.07635498046875
MagPi056.00074.01,202.95075225830078
MagPi056.00076.02,215.22686767578125
MagPi056.00079.01,191.25449752807617
MagPi056.00079.02,202.93204498291016
MagPi056.00089.02,186.0991096496582
MagPi056.00093.01,177.6424560546875
MagPi057.00006.02,58.8842658996582
MagPi057.00034.01,145.09429550170898
MagPi057.00055.01,130.89263534545898
MagPi057.00057.01,219.3017349243164
MagPi057.00073.02,179.80491638183594
MagPi058.00030.01,58.07512283325195
MagPi058.00031.02,215.88878631591797
MagPi058.00041.02,88.09606170654297
MagPi058.00082.02,176.64158630371094
MagPi058.00086.02,61.57931137084961
MagPi058.00089.01,11.552715301513672
MagPi058.00098.01,220.8854637145996
MagPi058.00099.01,41.57734298706055
MagPi059.00018.01,149.6828956604004
MagPi059.00034.01,184.23052215576172
MagPi059.00059.01,200.89577102661133
MagPi059.00078.02,188.14213180541992
MagPi059.00095.02,147.59389877319336
MagPi060.00022.01,189.58065032958984
MagPi060.00042.01,132.9632568359375
MagPi060.00056.02,225.91706466674805
MagPi060.00058.02,225.39641952514648
MagPi060.00069.02,175.42581939697266
MagPi061.00016.02,101.58187866210938
MagPi061.00027.01,76.06420135498047
MagPi061.00064.01,197.8018684387207
MagPi061.00074.01,193.7803611755371
MagPi061.00084.02,113.6640510559082
MagPi061.00091.02,152.5809097290039
MagPi061.00096.01,170.8269157409668
MagPi062.00004.02,156.31917190551758
MagPi062.00077.01,125.19423294067383
MagPi062.00099.02,57.2584114074707
MagPi063.00007.01,146.11222457885742
MagPi063.00028.01,66.71680068969727
MagPi063.00037.02,77.7213134765625
MagPi063.00054.02,136.52091217041016
MagPi063.00075.02,184.96996688842773
MagPi064.00046.02,225.91335678100586
MagPi064.00050.01,219.1868438720703
MagPi064.00055.01,193.00915908813477
MagPi064.00062.01,79.53486633300781
MagPi064.00071.01,169.21543884277344
MagPi064.00098.01,194.39219284057617
MagPi065.00047.01,221.29569625854492
MagPi065.00057.01,216.5493927001953
MagPi066.00004.02,89.81364822387695
MagPi066.00033.02,155.91781616210938
MagPi066.00055.01,213.5176010131836
MagPi066.00057.02,64.1709976196289
MagPi066.00064.01,55.32099914550781
MagPi066.00073.01,200.53370666503906
MagPi066.00074.01,137.1846046447754
MagPi066.00088.01,118.52227020263672
MagPi067.00006.02,187.91554641723633
MagPi067.00048.01,159.14897918701172
MagPi067.00058.01,156.40809631347656
MagPi067.00073.01,155.83530044555664
MagPi068.00056.02,223.92188262939453
MagPi068.00064.02,101.88600158691406
MagPi068.00070.01,147.1484260559082
MagPi068.00086.01,148.83266067504883
MagPi068.00093.02,109.55301284790039
MagPi070.00007.01,38.63991165161133
MagPi070.00041.01,193.61190795898438
MagPi070.00063.01,185.00403213500977
MagPi070.00072.02,209.03697967529297
MagPi070.00100.02,235.38472366333008
MagPi071.00046.02,67.75483322143555
MagPi071.00047.01,142.71070861816406
MagPi071.00053.01,215.73591995239258
MagPi071.00065.02,215.80641555786133
MagPi071.00090.02,62.259849548339844
MagPi072.00021.01,131.76630020141602
MagPi072.00054.01,204.41182327270508
MagPi072.00057.02,225.9390869140625
MagPi072.00071.01,21.690689086914062
MagPi072.00072.02,21.036502838134766
MagPi072.00074.02,212.7706527709961
MagPi072.00097.01,135.7486572265625
MagPi073.00021.01,164.40057754516602
MagPi073.00052.02,225.04322052001953
MagPi073.00061.02,149.11608505249023
MagPi073.00100.02,90.51337051391602
MagPi074.00004.02,166.54633712768555
MagPi074.00006.01,161.90547561645508
MagPi074.00026.01,165.41655349731445
MagPi074.00027.02,163.24429321289062
MagPi074.00031.01,187.16791152954102
MagPi074.00064.01,187.10116577148438
MagPi074.00075.02,8.44140625
MagPi074.00079.01,112.59548950195312
MagPi075.00055.01,244.76817321777344
MagPi075.00059.02,241.03271484375
MagPi075.00060.01,241.36428451538086
MagPi075.00083.02,200.1368179321289
MagPi075.00086.01,231.8426971435547
MagPi075.00087.02,90.48349380493164
MagPi076.00043.02,229.58470916748047
MagPi076.00068.01,189.11148071289062
MagPi076.00080.02,204.57616806030273
MagPi077.00007.02,198.83043670654297
MagPi077.00054.01,191.79783630371094
MagPi077.00077.02,208.63450622558594
MagPi077.00083.02,191.46026992797852
MagPi079.00002.01,198.2029914855957
MagPi079.00011.02,222.11787033081055
MagPi079.00015.02,43.376914978027344
MagPi079.00022.01,224.81304168701172
